央视,#genre#
内蒙古卫视,http://192.168.0.2/cqyx.php?id=neimengkuSD
湖南卫视,http://192.168.0.2/cqyx.php?id=hunanHD
广东卫视,http://192.168.0.2/cqyx.php?id=guangdongHD
河南卫视,http://192.168.0.2/cqyx.php?id=henanHD
河南卫视,http://iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226344/index.m3u8
河南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226480/index.m3u8
山西卫视,http://192.168.0.2/cqyx.php?id=shanxiSD
兵团卫视,http://192.168.0.2/cqyx.php?id=bingtuanSD
宁夏卫视,http://192.168.0.2/cqyx.php?id=ningxia
北京卡酷少儿,http://192.168.0.2/cqyx.php?id=bjkakuSD
金鹰卡通高清,http://192.168.0.2/cqyx.php?id=jinyingSD
三沙卫视,http://192.168.0.2/cqyx.php?id=sanshaSD
青海卫视,http://192.168.0.2/cqyx.php?id=qinghaiSD
中国天气,http://192.168.0.2/cqyx.php?id=tianqiSD
北京纪实科教高清,http://192.168.0.2/cqyx.php?id=bjayjsSD
山东教育卫视,http://192.168.0.2/cqyx.php?id=sdjiaoyuSD
新疆卫视,http://192.168.0.2/cqyx.php?id=xinjiangSD
西藏卫视,http://192.168.0.2/cqyx.php?id=xizangSD
CGTN,http://192.168.0.2/cqyx.php?id=cgtnSD
CETV-1,http://192.168.0.2/cqyx.php?id=cetv-1SD
CETV-4,http://192.168.0.2/cqyx.php?id=cetv-4SD
CHC家庭电影,http://111.20.40.171/PLTV/88888893/224/3221226462/index.m3u8
CHC高清电影,http://111.20.40.171/PLTV/88888893/224/3221226463/index.m3u8
CHC高清电影,http://111.20.40.170/PLTV/88888893/224/3221226463/index.m3u8
CHC高清电影,http://223.151.51.27:85/tsfile/live/1020_1.m3u8?key=txiptv&playlive=1&authid=0
CHC动作电影,http://111.20.40.170/PLTV/88888893/224/3221226465/index.m3u8
CHC家庭影院,http://111.20.40.170/PLTV/88888893/224/3221226462/index.m3u8
第一剧场高清,http://192.168.0.2/cqyx.php?id=diyijuchangHD
都市剧场高清,http://192.168.0.2/cqyx.php?id=dsjcHD
动漫秀场高清,http://192.168.0.2/cqyx.php?id=dmxcHD
游戏风云高清,http://192.168.0.2/cqyx.php?id=yxfyHD
怀旧剧场高清,http://192.168.0.2/cqyx.php?id=hjjcHD
早期教育高清,http://192.168.0.2/cqyx.php?id=zaojiaoHD
书画,http://192.168.0.2/cqyx.php?id=shuhua
新动漫,http://192.168.0.2/cqyx.php?id=dongman
国学频道,http://192.168.0.2/cqyx.php?id=guoxue
金色学堂,http://192.168.0.2/cqyx.php?id=jinse
收藏天下,http://192.168.0.2/cqyx.php?id=soucang
中学生,http://192.168.0.2/cqyx.php?id=qicai
天元围棋,http://192.168.0.2/cqyx.php?id=weiqi
欢笑剧场4K超高清,http://192.168.0.2/cqyx.php?id=hxjc_4K

江苏卫视,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226200/index.m3u8
深圳卫视,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226205/index.m3u8
北京卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225796/index.m3u8
黑龙江卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225802/index.m3u8
河北卫视,http://event.pull.hebtv.com/jishi/weishipindao.m3u8
河南卫视,http://cfss.cc/api/ysp/hnws.m3u8
云南卫视,http://tvlive.ynradio.com/live/yunnanweishi/chunks.m3u8
青海卫视,http://stream.qhbtv.com/qhws/sd/live.m3u8
三沙卫视,https://pullsstv90080111.ssws.tv/live/SSTV20220729.m3u8
延边卫视,http://live.ybtvyun.com/video/s10006-44f040627ca1/index.m3u8
浙江少儿,http://hw-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8
浙江少儿,http://hw-m-l.cztv.com/channels/lantian/channel08/1080p.m3u8?k=1a7559a51eeb880b021619a07f463ac4&t=1577153787
南京少儿,http://live.nbs.cn/channels/njtv/sepd/500k.m3u8
南京少儿,http://live.nbs.cn/channels/njtv/sepd/m3u8:500k/live.m3u8

港湾频道,#genre#
凤凰中文,http://223.109.210.41/1301-tx.otvstream.otvcloud.com/otv/skcc/live/channel52003/index.m3u8$春盈1080窄
凤凰中文,http://[2409:8087:2001:20:2800:0:df6e:eb24]:80/wh7f454c46tw3553140416_-2021535160/ott.mobaibox.com/PLTV/3/224/3221228527/index.m3u8
凤凰资讯,http://223.109.210.41/1301-tx.otvstream.otvcloud.com/otv/skcc/live/channel52002/index.m3u8$春盈1080窄
凤凰资讯,http://[2409:8087:2001:20:2800:0:df6e:eb27]:80/wh7f454c46tw3352677969_1732462333/ott.mobaibox.com/PLTV/3/224/3221228524/index.m3u8
香港J2频道,http://198.16.100.90:8278/j2_twn/playlist.m3u8?tid=MFCF3274854132748541&ct=19254&tsum=699466c18aac56202ad1d2843fd21032
香港32台,https://rthktv32-live.akamaized.net/hls/live/2036819/RTHKTV32/stream1/streamPlaylist.m3u8
香港33台,https://rthktv33-live.akamaized.net/hls/live/2101641/RTHKTV33/stream03/streamPlaylist.m3u8
香港34台,https://rthktv34-live.akamaized.net/hls/live/2101642/RTHKTV34/stream02/streamPlaylist.m3u8
香港34台,https://news.cgtn.com/resource/live/document/cgtn-doc.m3u8
EZTV1台,http://vvlive.eztv.vip:80/huawen1/huawen1.m3u8?auth_key=1661769627-0-0-3a16475ac0fa2a152a25661e8634fe39
EZTV2台,http://vvlive.eztv.vip:80/huawen2/huawen2.m3u8?auth_key=1661418936-0-0-bc9f000c6daa2def0b71d5389778b0d3
EZTV6台,http://vvlive.eztv.vip:80/huawen6/huawen6.m3u8?auth_key=1660814676-0-0-4d45d97f017e545dd368719f8dd48ffe
4k修复,http://liveshowbak2.kan0512.com/ksz-norecord/csztv4k_4k.m3u8
港集专线直播,https://ha.jmied.com/aa/aa.flv?auth_key=1661958232-0-0-3d9174957759709f8b53448167c0b6f6
翡翠台,http://r.jdshipin.com/qClQf
翡翠台,https://edge6a.v2h-cdn.com/jade/jade.stream/chunklist.m3u8
翡翠台,http://r.jdshipin.com/n90gt
翡翠台,http://r.jdshipin.com/qrfbg
明珠台,http://r.jdshipin.com/ZQ4kN
凤凰资讯,http://php.17186.eu.org/phtv/fhzx.m3u8
凤凰资讯,http://r.jdshipin.com/0Rp07
凤凰中文,http://php.17186.eu.org/phtv/fhzw.m3u8
凤凰中文,http://r.jdshipin.com/cCCzW
凤凰香港,http://php.17186.eu.org/phtv/fhhk.m3u8
凤凰香港,http://113.117.74.29:8081/hls/38/index.m3u8
凤凰香港,http://[2409:8087:2001:20:2800:0:df6e:eb1d]:80/ott.mobaibox.com/PLTV/1/224/3221228530/1.m3u8
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8
香港J2频道,http://r.jdshipin.com/Nr5jqRTHK32,https://rthktv32-live.akamaized.net/hls/live/2036819/RTHKTV32/stream2/streamPlaylist.m3u8
凤凰中文,http://[2409:8087:2001:20:2800:0:df6e:eb22]:80/ott.mobaibox.com/PLTV/3/224/3221228527/1.m3u8
凤凰资讯,http://[2409:8087:2001:20:2800:0:df6e:eb19]:80/ott.mobaibox.com/PLTV/3/224/3221228524/1.m3u8
凤凰香港,http://[2409:8087:2001:20:2800:0:df6e:eb22]:80/ott.mobaibox.com/PLTV/1/224/3221228530/1.m3u8
翡翠台,http://r.jdshipin.com/GeWKr?id=fct720
明珠台,http://r.jdshipin.com/GeWKr?id=mzt720
J2,http://198.16.100.90:8278/j2_twn/playlist.m3u8?tid=MFCF3274854132748541&ct=19254&tsum=699466c18aac56202ad1d2843fd21032NHK World,https://nhkwlive-ojp.akamaized.net/hls/live/2003459/nhkwlive-ojp-en/index_4M.m3u8
CNA,https://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_5.m3u8
AlJazeera,http://live-hls-web-aje.getaj.net/AJE/01.m3u8
Arirang TV,https://amdlive-ch01-ctnd-com.akamaized.net/arirang_1ch/smil:arirang_1ch.smil/chunklist_b3256000_sleng.m3u8
RT News,https://rt-glb.rttv.com/dvr/rtnews/playlist_4500Kb.m3u8
RT Documentary,https://rt-rtd.rttv.com/live/rtdoc/playlist_4500Kb.m3u8
CGTN,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001024/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CGTN纪录,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000002905/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CGTN法语,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000002827/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CGTN俄语,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000002883/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CGTN西语,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000002716/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CGTN阿语,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000002826/index.m3u8?virtualDomain=yinhe.live_hls.zte.com



重庆,#genre#
重庆卫视高清,http://192.168.0.2/cqyx.php?id=chongqingHD
重庆新闻高清,http://192.168.0.2/cqyx.php?id=CQTVNewsHD
重庆影视高清,http://192.168.0.2/cqyx.php?id=cqyingshiHD
重庆社会与法高清,http://192.168.0.2/cqyx.php?id=CQTVTrendyHD
重庆时尚生活高清,http://192.168.0.2/cqyx.php?id=cqssgwHD
重庆文体娱乐高清,http://192.168.0.2/cqyx.php?id=cqwtylHD
重庆新农村高清,http://192.168.0.2/cqyx.php?id=cqggncHD
重庆少儿高清,http://192.168.0.2/cqyx.php?id=cqseHD
重庆科教高清,http://192.168.0.2/cqyx.php?id=CQTVkejiaoHD
爱看导视高清,http://192.168.0.2/cqyx.php?id=aikanHD
重庆移动高清,http://192.168.0.2/cqyx.php?id=mryyHD
重广融媒,http://192.168.0.2/cqyx.php?id=cqrongmei
